area,budget,climate,priority,design_id,actual_cost,energy_efficiency,water_efficiency,materials_efficiency,carbon_level,payback_period_years,embodied_carbon
1138,65,cold,materials,1,308479,66,74,98,Low,163,981
1984,42,cold,materials,0,350071,56,64,77,Medium,282,776
4152,69,moderate,energy,2,1202511,56,97,76,Low,440,765
1335,88,cold,materials,2,530571,68,92,100,Low,212,1000
413,39,cold,water,2,81307,61,90,56,Medium,167,563
554,28,moderate,water,1,75618,62,89,62,Medium,112,622
1051,40,moderate,water,2,205073,71,91,57,Medium,91,579
1476,85,moderate,water,1,476946,77,100,95,Low,117,951
1275,84,hot,water,1,464421,78,87,89,Low,127,894
2458,32,cold,water,2,405979,39,90,62,Medium,999,623
1035,91,cold,energy,0,364563,88,83,81,Low,91,811
2834,31,moderate,water,0,348256,53,86,56,Medium,324,564
668,52,hot,water,1,157087,63,81,73,Medium,170,732
1312,55,hot,energy,2,351601,83,73,61,Medium,79,618
2536,45,cold,energy,2,570345,52,83,64,Medium,940,643
976,51,hot,water,1,234625,60,74,72,Medium,219,721
1987,30,moderate,water,0,238570,54,85,55,Medium,258,557
1148,51,cold,materials,0,246841,62,67,73,Medium,168,738
1287,47,hot,materials,1,255235,62,52,87,Medium,163,873
488,92,moderate,energy,2,176638,93,100,74,Low,83,744
2483,56,cold,materials,2,675764,52,79,80,Medium,1230,808
832,43,moderate,water,0,132483,75,87,54,Medium,63,547
2124,67,hot,energy,0,570837,75,63,69,Medium,103,698
1090,49,hot,water,1,236355,60,66,78,Medium,205,782
1410,99,moderate,water,0,488829,89,100,83,Low,88,836
1362,56,cold,energy,0,312822,75,68,64,Medium,91,642
2303,20,moderate,energy,2,263866,55,72,52,Medium,193,526
438,61,moderate,energy,1,99011,85,93,73,Low,64,735
1457,93,moderate,energy,1,546491,98,95,94,Low,78,945
1353,91,hot,materials,0,426326,83,74,94,Low,95,944
640,67,hot,energy,0,168113,87,58,67,Medium,69,677
1541,28,hot,water,0,181899,54,64,57,Medium,288,574
2199,69,hot,water,0,559870,67,80,71,Medium,147,715
2005,22,hot,water,2,267071,49,78,51,Medium,999,516
2091,54,cold,energy,2,531609,66,77,65,Medium,154,651
771,43,hot,water,2,175185,66,77,64,Medium,136,646
834,47,cold,materials,0,181429,67,67,74,Medium,125,744
619,84,hot,energy,1,214181,89,69,87,Low,86,878
1180,82,hot,materials,1,419939,76,69,100,Low,132,1000
703,45,hot,energy,0,124320,77,55,58,Medium,64,588
2411,64,moderate,water,2,682314,61,100,73,Low,254,734
738,53,cold,water,0,175828,68,86,58,Medium,130,587
4187,83,hot,materials,1,1311547,49,73,100,Medium,999,1000
653,35,hot,energy,0,93219,77,53,50,Medium,51,503
509,64,cold,water,0,124728,76,89,64,Low,91,648
1240,98,moderate,water,0,367580,96,100,80,Low,64,806
775,32,hot,water,1,130327,60,71,64,Medium,157,640
1697,56,cold,materials,0,423942,65,71,78,Medium,164,780
1405,34,moderate,water,2,221670,62,98,60,Medium,130,609
2252,24,cold,energy,1,301315,42,62,69,Medium,999,691
594,67,cold,materials,2,184485,67,90,81,Low,178,818
1669,23,moderate,water,0,180993,61,83,48,Medium,97,485
1893,56,hot,energy,0,435556,73,61,65,Medium,99,651
1407,83,moderate,materials,2,498867,86,98,98,Low,97,988
1495,81,cold,energy,0,443267,86,76,72,Low,80,726
583,58,cold,water,2,176475,62,91,62,Medium,233,628
1598,52,cold,materials,2,433220,57,78,78,Medium,341,781
1272,46,cold,water,1,257492,51,89,69,Medium,1540,697
2466,80,moderate,energy,2,807046,80,98,80,Low,106,800
2659,20,hot,water,2,298913,44,72,55,Medium,999,553
2061,72,hot,water,1,579443,62,78,91,Low,219,915
1092,72,hot,water,0,314251,75,81,68,Medium,113,682
450,52,moderate,materials,2,96789,77,94,75,Low,78,753
1832,54,moderate,water,1,423155,60,97,78,Low,211,783
1167,81,hot,energy,2,439025,88,76,78,Low,97,786
1380,23,moderate,energy,0,154895,70,64,50,Medium,53,503
750,53,cold,energy,1,189886,75,68,69,Medium,100,697
1046,67,moderate,materials,1,277761,77,87,98,Low,97,983
394,62,hot,water,2,124173,72,85,72,Low,137,720
610,47,hot,materials,0,111069,72,60,74,Medium,80,740
2342,71,hot,water,2,674738,67,95,77,Low,163,778
1020,26,cold,materials,1,136850,52,62,75,Medium,594,752
974,75,hot,energy,2,324711,86,77,76,Low,92,765
3400,75,moderate,energy,0,977898,74,90,72,Low,116,721
780,50,cold,water,2,196141,61,92,61,Medium,209,614
1811,51,hot,energy,2,467323,71,68,64,Medium,119,645
806,73,hot,water,0,197689,82,77,70,Low,76,702
396,52,hot,energy,1,95909,80,61,71,Medium,78,715
404,63,moderate,energy,2,105440,82,96,67,Low,80,670
1334,58,cold,water,2,380427,64,96,65,Low,193,659
1664,37,hot,water,1,287736,54,72,67,Medium,414,672
1131,85,hot,water,2,380543,81,100,81,Low,105,811
2385,84,hot,materials,1,769389,64,68,100,Low,228,1000
369,65,hot,energy,1,107305,83,62,78,Low,87,787
883,77,hot,water,2,286411,85,90,70,Low,90,706
1406,54,moderate,materials,2,331183,65,92,81,Low,154,814
1295,48,cold,water,0,283738,60,80,60,Medium,217,604
1941,76,hot,water,1,622136,68,85,86,Low,174,860
4025,77,moderate,water,2,1318253,55,100,82,Low,650,827
685,24,moderate,energy,0,73128,74,67,50,Medium,43,509
2122,27,moderate,materials,0,224521,60,67,69,Medium,104,692
1943,65,hot,materials,2,598822,65,71,94,Low,198,943
1720,46,cold,materials,1,398510,51,72,90,Medium,1970,903
3428,43,hot,energy,0,598439,55,55,57,Medium,305,574
1165,24,moderate,water,2,145219,63,93,52,Medium,95,524
1396,42,cold,materials,0,234821,58,61,69,Medium,197,691
2482,91,moderate,water,2,974345,73,100,86,Low,167,861
1405,25,hot,water,1,160835,54,62,74,Medium,237,743
1291,41,hot,water,0,239904,67,74,57,Medium,106,579
904,57,moderate,water,1,201890,73,95,82,Low,93,828
2366,36,hot,energy,1,384728,55,52,72,Medium,312,720
1929,22,hot,energy,2,258629,59,63,54,Medium,135,547
1079,55,hot,water,1,240536,67,74,75,Medium,128,757
1135,52,hot,energy,2,290672,77,68,66,Medium,93,667
1525,24,hot,water,0,176795,56,69,55,Medium,172,552
917,30,moderate,materials,0,108767,67,75,72,Medium,66,722
558,97,cold,materials,1,236077,72,88,100,Low,186,1000
419,58,cold,materials,0,103361,71,72,77,Medium,112,775
1186,80,cold,water,1,376758,70,99,86,Low,153,862
1640,91,hot,water,1,594088,75,87,94,Low,143,946
1441,53,cold,energy,1,374049,60,79,73,Medium,247,739
1443,48,moderate,water,1,294349,68,94,73,Low,108,738
1487,49,cold,water,0,290372,61,81,62,Medium,163,627
1913,59,cold,materials,2,564793,57,82,83,Medium,404,838
483,65,cold,energy,0,117127,85,76,59,Medium,67,599
2005,93,moderate,energy,0,597193,94,98,79,Low,67,792
1833,47,hot,water,2,420815,58,85,62,Medium,257,623
996,89,cold,energy,0,361878,91,84,76,Low,88,764
608,72,moderate,energy,0,162336,95,88,61,Low,58,612
793,20,moderate,water,0,68101,66,79,39,Medium,52,397
1002,23,hot,materials,0,108103,64,48,64,Medium,76,646
567,27,moderate,energy,1,66608,67,72,66,Medium,65,668
2019,60,moderate,materials,2,511093,67,96,88,Low,143,883
2191,31,moderate,water,0,270731,55,88,51,Medium,235,511
605,65,hot,water,1,165615,65,80,83,Low,171,833
1255,37,hot,materials,1,206258,53,58,86,Medium,418,862
321,21,hot,water,1,38822,52,65,64,Medium,441,647
1874,84,cold,energy,2,673426,76,100,82,Low,135,828
4207,54,hot,materials,2,1066185,36,72,84,Medium,999,848
1949,40,hot,energy,0,323471,71,57,58,Medium,75,581
1769,26,cold,water,1,265408,45,77,67,Medium,999,675
1209,48,moderate,water,0,230699,69,93,58,Medium,95,583
2371,76,cold,water,1,784035,50,95,87,Low,3390,873
1499,23,hot,energy,0,159933,65,51,52,Medium,70,523
922,80,hot,materials,1,279606,77,72,100,Low,109,1000
1264,67,moderate,materials,2,385848,77,100,89,Low,109,895
1018,65,hot,energy,0,226332,86,59,70,Medium,61,707
545,64,cold,water,0,133029,75,80,66,Medium,95,665
1228,33,cold,materials,2,208268,54,73,71,Medium,392,719
678,31,moderate,energy,0,91194,78,72,52,Medium,47,529
738,42,moderate,water,0,119685,71,84,55,Medium,76,559
1061,40,cold,water,2,246026,58,90,57,Medium,274,574
1244,81,cold,materials,1,385633,68,76,96,Low,163,961
2193,46,cold,water,1,518025,38,81,76,Medium,999,769
1392,50,hot,materials,2,316646,65,74,78,Medium,147,789
1196,96,hot,energy,2,492961,97,87,85,Low,87,855
343,80,moderate,water,0,87381,94,100,70,Low,56,702
353,31,moderate,materials,2,60667,68,85,67,Medium,91,670
561,38,hot,water,0,92225,65,69,49,Medium,102,499
486,24,hot,materials,2,59028,57,65,65,Medium,160,651
2135,57,hot,water,2,539905,61,83,74,Medium,220,745
692,79,cold,water,2,237748,73,100,74,Low,145,745
1146,24,moderate,materials,1,140403,58,79,76,Medium,151,760
704,83,moderate,energy,0,188153,96,90,68,Low,57,684
1550,61,cold,water,1,382271,51,91,76,Medium,1848,761
468,54,cold,water,2,130343,65,95,61,Medium,184,619
1349,40,hot,energy,2,277357,69,64,58,Medium,104,582
387,93,cold,energy,2,174778,95,100,78,Low,100,785
974,70,cold,materials,0,270576,71,76,77,Low,131,776
2146,20,cold,materials,0,233864,48,60,67,Medium,999,674
1132,64,moderate,water,1,300995,75,100,81,Low,102,816
1023,95,cold,water,0,340110,85,98,83,Low,93,838
4618,66,hot,materials,1,1264105,29,66,99,Medium,999,997
779,23,cold,materials,2,114348,49,73,68,Medium,999,682
478,69,moderate,water,0,128119,77,100,69,Low,99,694
1973,63,cold,materials,0,532582,63,75,87,Low,202,872
2415,39,cold,energy,0,385622,61,66,54,Medium,136,541
1283,60,hot,materials,2,361995,71,77,83,Low,134,830
1100,36,cold,water,0,172686,64,73,56,Medium,108,560
1338,51,moderate,water,1,311268,65,93,76,Low,145,762
1415,34,moderate,materials,2,218158,59,84,72,Medium,166,729
1546,70,cold,water,2,546818,64,100,75,Low,249,755
1385,49,cold,energy,1,330122,65,72,76,Medium,149,760
2242,90,moderate,materials,1,753887,76,92,100,Low,129,1000
1333,81,moderate,materials,1,443549,80,87,100,Low,109,1000
1226,59,hot,materials,2,322246,66,75,82,Low,155,828
573,57,cold,energy,1,154888,73,77,72,Medium,112,728
1504,79,hot,energy,2,518312,86,79,78,Low,93,781
452,59,cold,materials,0,112709,72,67,75,Medium,110,750
1930,65,hot,materials,2,589480,65,80,83,Low,194,834
322,42,hot,energy,2,64978,76,62,58,Medium,76,581
433,98,hot,energy,0,141871,100,76,77,Low,65,771
1994,59,moderate,materials,1,478975,62,79,98,Low,194,985
771,49,cold,materials,1,180444,60,69,84,Medium,223,844
1069,67,hot,energy,2,314062,83,77,69,Low,88,691
1390,54,moderate,water,1,306462,67,100,76,Low,129,769
355,35,cold,energy,2,72766,63,79,58,Medium,156,582
324,67,cold,materials,1,94427,61,78,95,Low,264,955
381,74,hot,water,0,110454,80,80,61,Medium,95,613
1447,75,hot,materials,2,531141,79,79,88,Low,126,884
1186,20,hot,materials,0,120865,60,49,64,Medium,101,649
983,76,cold,materials,0,290573,77,80,86,Low,107,864
2415,33,moderate,energy,1,328508,60,74,71,Medium,134,710
742,25,moderate,water,1,85900,64,83,65,Medium,78,658
689,61,moderate,water,1,165547,75,99,77,Low,94,777
985,92,moderate,water,1,343189,86,100,84,Low,95,847
1384,77,cold,energy,0,395803,81,77,68,Low,91,684
2097,69,cold,water,2,661554,56,100,74,Low,452,744
636,59,cold,energy,2,184948,77,82,65,Low,105,650
1673,83,moderate,water,2,552539,77,100,76,Low,119,767
938,68,hot,materials,0,242637,77,61,89,Low,92,891
944,90,hot,water,2,338690,89,99,81,Low,91,812
1148,76,hot,water,2,372540,71,95,78,Low,149,789
374,68,cold,materials,0,96617,76,70,82,Low,98,829
658,65,hot,materials,0,150313,85,66,80,Low,64,803
1161,71,cold,materials,1,340863,68,73,99,Low,154,994
1063,98,cold,water,2,461340,80,100,85,Low,142,852
854,29,moderate,water,2,134785,66,92,55,Medium,95,555
1810,20,hot,water,1,184112,43,57,69,Medium,999,699
1273,39,cold,water,0,230118,60,78,53,Medium,173,534
1274,86,cold,materials,2,477155,75,89,92,Low,145,929
397,39,hot,energy,2,79956,74,71,58,Medium,81,589
2701,66,hot,water,0,680068,61,75,73,Medium,211,735
4286,59,hot,water,0,1065828,43,73,68,Medium,999,681
1128,49,hot,water,2,247048,70,84,64,Medium,106,646
1400,54,hot,water,2,374675,66,84,69,Medium,157,692
1282,40,hot,water,0,196009,53,69,61,Medium,395,612
1119,48,cold,materials,2,297553,58,79,75,Medium,317,752
448,67,moderate,water,0,105364,83,93,65,Low,69,656
751,52,cold,materials,1,167145,62,74,86,Medium,173,869
1145,41,hot,energy,1,219321,67,52,73,Medium,107,732
1243,78,moderate,energy,2,420979,92,100,74,Low,80,746
569,77,hot,materials,2,175574,76,76,87,Low,115,874
1001,24,moderate,water,2,127438,58,100,52,Medium,143,524
601,88,moderate,energy,0,174660,98,89,76,Low,60,766
1284,66,hot,water,1,340238,68,76,81,Low,139,814
331,68,hot,energy,0,78460,87,57,61,Medium,62,612
386,80,moderate,water,1,121752,78,100,82,Low,108,825
627,43,cold,water,1,121893,60,78,72,Medium,186,723
596,85,cold,energy,0,173834,90,80,75,Low,71,758
2000,88,cold,water,1,665885,65,94,95,Low,221,957
1008,79,hot,water,0,267894,83,81,76,Low,79,762
724,30,cold,water,1,110566,47,81,64,Medium,999,640
1398,62,cold,energy,0,344635,72,72,67,Medium,110,673
528,83,hot,materials,1,189458,76,71,100,Low,136,1000
452,62,hot,water,2,138734,75,84,66,Low,122,664
1475,71,cold,materials,2,460498,64,85,85,Low,219,858
986,65,moderate,materials,0,233871,80,85,83,Low,77,836
1538,49,hot,energy,0,282844,75,61,62,Medium,71,620
1787,49,cold,water,2,468555,53,98,67,Medium,791,678
509,64,moderate,water,1,123850,79,93,74,Low,81,743
419,89,hot,water,2,162511,84,93,71,Low,111,714
787,51,cold,energy,2,220645,73,77,65,Medium,121,653
1447,31,moderate,water,1,214874,55,86,69,Medium,281,697
1119,99,moderate,materials,1,427702,84,94,100,Low,110,1000
1093,41,hot,energy,1,217695,72,53,73,Medium,89,730
1157,61,cold,energy,0,266362,80,73,71,Low,75,711
1379,67,moderate,water,0,316022,81,100,68,Low,72,680
388,61,cold,energy,0,97764,78,70,60,Medium,89,609
748,82,cold,energy,1,276192,83,83,83,Low,110,836
613,25,hot,energy,2,93294,70,60,52,Medium,75,523
1478,82,cold,water,0,461298,72,89,75,Low,139,753
741,71,moderate,water,1,211315,78,100,83,Low,99,830
1286,77,moderate,water,1,349265,77,100,84,Low,99,847
662,85,moderate,materials,0,190714,92,90,88,Low,68,883
635,42,hot,water,0,109956,68,70,57,Medium,95,570
2198,62,cold,materials,1,663116,51,74,100,Low,1532,1000
428,47,cold,water,1,94432,51,84,70,Medium,1215,700
4507,55,cold,energy,2,1320296,40,80,68,Medium,999,689
2014,53,hot,energy,2,466737,68,72,70,Medium,125,706
1981,69,moderate,materials,2,624697,68,96,92,Low,171,928
878,77,hot,energy,1,281235,81,67,88,Low,102,881
610,77,moderate,energy,2,197108,88,100,74,Low,83,745
1948,58,hot,water,1,460298,56,76,79,Medium,360,790
1807,38,cold,energy,0,287389,66,64,63,Medium,95,636
2286,49,moderate,energy,1,451159,65,79,74,Medium,123,741
2226,89,hot,materials,1,797442,68,76,100,Low,197,1000
366,68,moderate,materials,2,108218,77,100,90,Low,106,908
4616,50,cold,materials,0,934417,31,62,75,Medium,999,755
1473,77,hot,water,0,419947,74,81,75,Low,116,755
1453,55,cold,energy,1,384042,65,73,76,Medium,165,769
985,58,hot,materials,1,233892,72,64,93,Low,106,938
1455,37,hot,energy,0,249718,70,56,62,Medium,83,628
1924,85,cold,energy,1,614032,72,84,90,Low,138,900
801,56,cold,water,2,234952,62,100,64,Low,232,646
563,72,moderate,energy,0,143585,93,87,68,Low,58,682
1424,48,moderate,energy,1,311382,71,83,68,Medium,101,680
4171,46,cold,energy,1,929850,40,70,76,Medium,999,762
519,65,hot,water,2,152302,74,88,65,Low,119,659
1271,40,cold,materials,2,247471,54,75,79,Medium,402,797
1199,23,hot,energy,0,125082,71,51,50,Medium,49,505
1058,79,cold,energy,1,350897,82,74,87,Low,102,871
328,36,hot,energy,1,60707,70,51,66,Medium,92,664
1032,21,moderate,energy,2,120324,71,74,54,Medium,55,546
616,79,cold,water,2,218697,68,100,73,Low,197,731
2140,24,hot,water,2,312389,49,78,56,Medium,999,561
1476,66,cold,materials,1,417889,57,75,97,Low,388,979
1142,43,cold,energy,1,249105,65,68,76,Medium,143,760
1379,44,hot,energy,2,276469,72,65,66,Medium,87,662
934,71,moderate,materials,0,232906,85,83,78,Low,69,788
1037,51,moderate,materials,2,237542,76,91,82,Low,85,827
883,26,hot,water,0,109040,60,65,51,Medium,113,513
1004,68,moderate,energy,2,280064,89,94,66,Low,70,664
337,38,moderate,energy,0,53670,81,70,57,Medium,51,570
1682,78,cold,water,2,652344,65,100,78,Low,254,788
1425,58,cold,energy,1,333786,69,69,76,Medium,118,766
898,86,hot,water,0,302705,85,89,66,Low,95,660
573,39,hot,energy,2,103462,79,68,62,Medium,62,623
929,45,hot,energy,2,187683,79,65,59,Medium,69,597
2292,28,hot,energy,1,331325,53,58,68,Medium,407,684
2606,30,hot,energy,0,378064,54,50,50,High,304,508
1393,79,cold,materials,2,534808,72,94,90,Low,168,902
2537,23,cold,materials,0,289078,43,61,68,Medium,999,689
1600,80,cold,energy,1,486310,80,79,86,Low,100,867
904,79,cold,energy,0,257016,86,78,67,Low,77,671
1281,69,moderate,water,0,321599,79,100,72,Low,85,722
471,45,hot,water,1,104398,64,71,72,Medium,151,727
1004,24,hot,energy,2,121976,66,63,49,Medium,73,495
1487,40,cold,materials,0,246896,62,68,69,Medium,130,696
508,37,hot,materials,1,84727,63,52,82,Medium,121,825
822,93,cold,energy,1,336792,84,92,96,Low,117,967
538,36,cold,energy,2,113710,64,70,55,Medium,149,552
564,30,moderate,materials,2,89558,71,81,71,Low,72,719
3948,23,cold,materials,0,473029,28,55,68,High,999,689
1217,60,moderate,water,1,297337,78,93,75,Low,86,754
448,94,moderate,water,0,152484,93,100,70,Low,78,709
316,28,cold,materials,0,37966,59,67,61,Medium,124,619
1854,23,moderate,water,1,227140,56,85,64,Medium,182,642
528,76,cold,water,0,157236,77,87,65,Low,110,652
1214,31,cold,materials,0,156846,56,60,67,Medium,213,675
557,40,hot,energy,2,106732,75,61,57,Medium,75,574
745,71,hot,materials,0,203744,79,63,81,Medium,92,812
2374,72,moderate,water,0,597128,73,100,72,Low,108,723
311,28,hot,water,1,42787,55,67,68,Medium,230,680
568,46,moderate,materials,2,122716,59,91,72,Medium,219,724
1776,48,hot,water,0,318977,63,71,58,Medium,136,586
319,24,hot,materials,0,33802,61,48,60,Medium,96,609
1459,59,hot,energy,1,371787,75,62,82,Medium,100,824
805,91,hot,water,0,284481,88,90,73,Low,92,739
1319,40,hot,materials,1,262058,56,54,84,Medium,322,844
1379,61,cold,energy,2,387926,75,87,73,Low,112,738
1245,77,hot,materials,1,368983,78,71,100,Low,104,1000
596,25,cold,materials,1,86418,57,62,76,Medium,198,766
4088,78,moderate,water,2,1347087,51,100,77,Low,2136,777
524,28,cold,water,1,70213,51,77,66,Medium,860,667
1359,44,moderate,materials,0,244741,71,72,71,Medium,83,714
415,83,hot,water,0,117743,86,87,74,Low,77,740
1519,35,moderate,water,2,273034,55,99,60,Medium,351,605
395,68,hot,materials,0,99290,84,65,78,Low,73,788
1047,27,hot,materials,1,153854,53,48,79,Medium,386,791
1471,80,cold,water,1,519035,60,93,92,Low,325,920
1736,60,hot,water,1,434453,58,78,76,Medium,280,763
928,50,hot,materials,2,243390,70,71,82,Medium,129,820
1987,39,cold,energy,0,333451,66,68,58,Medium,103,584
1951,57,moderate,energy,2,540233,76,95,65,Low,106,652
1378,86,hot,energy,2,527706,89,80,79,Low,97,798
1254,48,moderate,energy,1,252796,78,78,75,Low,70,757
1452,41,moderate,water,2,258295,62,99,67,Low,144,674
1094,47,cold,energy,2,285762,66,79,64,Medium,159,648
403,34,moderate,water,1,59775,62,85,60,Medium,122,606
1148,67,moderate,energy,2,314842,89,100,69,Low,70,694
1338,91,hot,materials,1,509714,79,77,100,Low,129,1000
1684,37,moderate,energy,2,281951,73,81,63,Medium,69,636
1131,46,moderate,energy,2,219635,81,85,65,Low,61,653
1539,61,cold,materials,1,376018,59,75,100,Low,258,1000
646,35,cold,water,0,100036,56,77,52,Medium,230,527
1167,32,cold,materials,0,173451,57,58,75,Medium,189,754
1472,34,cold,energy,0,215529,60,62,53,Medium,140,537
1313,57,hot,materials,0,298946,70,56,83,Medium,109,832
466,81,cold,water,2,160170,70,100,72,Low,164,722
1518,88,hot,energy,2,606594,82,77,82,Low,121,823
1049,74,cold,materials,2,362464,66,91,92,Low,212,928
553,74,moderate,materials,0,139713,85,86,79,Low,71,798
2042,86,moderate,materials,2,673773,75,99,95,Low,127,958
1333,59,moderate,energy,2,323073,79,97,68,Low,83,681
1456,78,moderate,water,0,405546,85,99,71,Low,78,710
1650,27,moderate,energy,0,177568,73,72,53,Medium,45,533
1306,44,cold,energy,1,275625,65,70,75,Medium,139,756
3272,86,hot,materials,0,1023085,66,75,89,Low,187,895
1180,85,moderate,materials,0,309562,89,100,92,Low,65,925
2395,98,cold,energy,0,912365,85,83,83,Low,106,835
707,80,hot,materials,1,231600,74,70,99,Low,132,990
1465,63,cold,water,0,403798,63,90,65,Medium,198,659
680,63,hot,materials,1,169096,73,64,88,Low,105,883
452,71,moderate,materials,1,132633,78,86,95,Low,104,951
320,61,cold,water,2,93320,66,98,63,Low,173,630
400,20,moderate,materials,1,39002,60,71,73,Medium,94,731
760,21,hot,materials,1,85280,53,47,75,Medium,285,752
962,49,hot,water,1,197939,64,73,72,Medium,138,722
1782,49,moderate,materials,0,360787,75,75,75,Low,78,751
454,45,hot,energy,1,92484,72,60,67,Medium,90,679
1011,68,hot,water,1,300738,77,82,86,Low,109,862
